text,expected,predicted,latency_sec
what keeps you busy in your free time,what_are_your_hobbies,what_are_your_hobbies,0.379
do you have any hobbies,what_are_your_hobbies,what_are_your_hobbies,0.393
what sort of things do you enjoy,what_are_your_hobbies,what_are_your_hobbies,0.388
would you give me examples of what some of your hobbies are,what_are_your_hobbies,what_are_your_hobbies,0.374
what's your hobbies,what_are_your_hobbies,what_are_your_hobbies,0.373
what are your favorite activities,what_are_your_hobbies,what_are_your_hobbies,0.472
what kind of hobbies are you interested in,what_are_your_hobbies,what_are_your_hobbies,0.398
what are some things that you enjoy,what_are_your_hobbies,what_are_your_hobbies,0.373
what hobbies do you do,what_are_your_hobbies,what_are_your_hobbies,3.814
tell me what you do in your free time,what_are_your_hobbies,what_are_your_hobbies,0.42
give me examples of what some of your hobbies are,what_are_your_hobbies,what_are_your_hobbies,0.505
"when you have free time, what do you do",what_are_your_hobbies,what_are_your_hobbies,0.362
what hobbies do you like doing,what_are_your_hobbies,what_are_your_hobbies,0.415
what do you do on off days,what_are_your_hobbies,what_can_i_ask_you,0.387
what's your favorite hobby,what_are_your_hobbies,what_are_your_hobbies,0.539
what hobbies do you like to do,what_are_your_hobbies,what_are_your_hobbies,0.446
what are ai's hobbies,what_are_your_hobbies,what_are_your_hobbies,0.476
what are some of your hobbies,what_are_your_hobbies,what_are_your_hobbies,5.105
what do you do as a hobby,what_are_your_hobbies,what_are_your_hobbies,0.406
what are your interests,what_are_your_hobbies,what_are_your_hobbies,0.451
what do you do after work,what_are_your_hobbies,what_can_i_ask_you,0.591
any hobbies,what_are_your_hobbies,what_are_your_hobbies,0.479
what sort of hobbies are you into,what_are_your_hobbies,what_are_your_hobbies,0.381
what hobbies do you have alexa,what_are_your_hobbies,what_are_your_hobbies,0.371
what are your hobbies,what_are_your_hobbies,what_are_your_hobbies,0.422
what things do you like to do,what_are_your_hobbies,what_are_your_hobbies,0.494
what do you find fun,what_are_your_hobbies,what_can_i_ask_you,0.506
if you have hobbies tell me some of them,what_are_your_hobbies,what_are_your_hobbies,0.359
what do you do in your free time,what_are_your_hobbies,what_are_your_hobbies,0.489
what kind of things can i ask the ai,what_can_i_ask_you,what_can_i_ask_you,0.381
how can you assist me,what_can_i_ask_you,what_can_i_ask_you,0.372
what kind of questions can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.363
i will be glad to know what type of things you can help me with,what_can_i_ask_you,what_can_i_ask_you,0.369
tell me the types of things i can ask you about,what_can_i_ask_you,what_can_i_ask_you,0.376
what are you capable of doing and answering,what_can_i_ask_you,what_can_i_ask_you,3.21
what things are you able to help me with,what_can_i_ask_you,what_can_i_ask_you,0.491
can you tell me the subjects you know best,what_can_i_ask_you,what_can_i_ask_you,0.361
what information can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.484
what subjects are you experienced in,what_can_i_ask_you,what_can_i_ask_you,0.541
what can you do,what_can_i_ask_you,what_can_i_ask_you,0.406
what kid of subjects do you excel in,what_can_i_ask_you,what_can_i_ask_you,0.487
what kinds of things can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.482
what sort of stuff do you know,what_can_i_ask_you,what_can_i_ask_you,0.382
tell me what you can do for me,what_can_i_ask_you,what_can_i_ask_you,0.371
tell me the subjects you're aware of,what_can_i_ask_you,what_can_i_ask_you,0.388
what can you be asked about,what_can_i_ask_you,what_can_i_ask_you,0.399
what kinds of questions can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.492
give me examples of what to ask you,what_can_i_ask_you,what_can_i_ask_you,1.301
what are you familiar with,what_can_i_ask_you,what_can_i_ask_you,0.38
what can you help me with exactly,what_can_i_ask_you,what_can_i_ask_you,0.39
what types of questions do you have a response for,what_can_i_ask_you,what_can_i_ask_you,0.499
what type of questions can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.415
which subjects can you tell me about,what_can_i_ask_you,what_can_i_ask_you,0.396
what kind of questions are you good at answering,what_can_i_ask_you,what_can_i_ask_you,0.38
let me know what subjects you comprehend well,what_can_i_ask_you,what_can_i_ask_you,0.44
what types of things can i ask the ai,what_can_i_ask_you,what_can_i_ask_you,0.366
which types of questions can i ask you,what_can_i_ask_you,what_can_i_ask_you,0.43
what are you able to do,what_can_i_ask_you,what_can_i_ask_you,0.376
what would you be able to do with me,what_can_i_ask_you,what_can_i_ask_you,0.376
what is your name,what_is_your_name,what_is_your_name,0.355
what should i refer to you as,what_is_your_name,change_ai_name,0.362
what is your names,what_is_your_name,what_is_your_name,0.349
how can i get your attention,what_is_your_name,what_can_i_ask_you,3.339
i'd like to know what to call you,what_is_your_name,what_is_your_name,0.412
do you have a name i can use,what_is_your_name,change_ai_name,0.347
what is your name by chance,what_is_your_name,what_is_your_name,0.361
what name should i use to call for you,what_is_your_name,change_ai_name,0.453
your name please,what_is_your_name,what_is_your_name,0.463
do you have a name,what_is_your_name,what_is_your_name,0.432
what do people call you,what_is_your_name,what_is_your_name,0.376
"when referring to you, what name do you want me to use",what_is_your_name,change_ai_name,0.374
what name should i refer to you as,what_is_your_name,change_ai_name,3.193
what's your name anyway,what_is_your_name,what_is_your_name,0.41
what's your name if i may ask,what_is_your_name,what_is_your_name,0.487
what name do you want me to call you,what_is_your_name,change_ai_name,0.377
do you have a preference regarding what i should call you,what_is_your_name,change_ai_name,0.351
"ai, what is your given name",what_is_your_name,what_is_your_name,0.341
what did your friends call you,what_is_your_name,change_ai_name,3.514
"ai, what's your name",what_is_your_name,what_is_your_name,0.89
do you have a way you like to be referred to,what_is_your_name,change_ai_name,0.463
i'd like to know your name,what_is_your_name,what_is_your_name,3.562
whats your name by the way,what_is_your_name,what_is_your_name,0.334
who gave you your name,what_is_your_name,who_made_you,0.337
may i have your name,what_is_your_name,what_is_your_name,0.482
what is your preferred name,what_is_your_name,what_is_your_name,3.213
what do i call you,what_is_your_name,what_is_your_name,0.363
what was your name again,what_is_your_name,what_is_your_name,0.366
whats your name,what_is_your_name,what_is_your_name,0.359
what is your given name,what_is_your_name,what_is_your_name,0.384
tell me the title of this song,what_song,what_song,0.342
look up the song that's on right now,what_song,what_song,0.327
"cool song, what is it",what_song,what_song,0.319
who is the singer on the speaker now,what_song,what_song,0.319
what band is this,what_song,what_song,0.338
tell me this song's name,what_song,what_song,0.367
i need to know the title of this song,what_song,what_song,0.407
nice song what is it,what_song,what_song,0.354
i need to know what song this is that we're listening to,what_song,what_song,0.483
tell me what song this is,what_song,what_song,0.818
do you know what song is playing on the speaker,what_song,what_song,0.391
look up the name of this song,what_song,what_song,0.336
who sang this song,what_song,what_song,0.353
please identify the song we're currently listening to,what_song,what_song,0.4
find out what song this is,what_song,what_song,0.334
what's the name of the current song,what_song,what_song,0.347
what is this song name,what_song,what_song,0.831
what is the track title of the song playing,what_song,what_song,0.401
whats the name of the playing song,what_song,what_song,0.351
on the speaker do you know what song is on,what_song,what_song,0.44
whats this song,what_song,what_song,0.548
i need this song title,what_song,what_song,0.366
what's that song on the speaker now,what_song,what_song,0.46
who is this song that's on the stereo,what_song,what_song,0.377
